Date	Hours	FI
09-08-2014	04-05	29.35
09-08-2014	05-06	29.43
09-08-2014	06-07	30.82
09-08-2014	07-08	35.18
09-08-2014	08-09	36.1
09-08-2014	09-10	37.53
09-08-2014	10-11	36.09
09-08-2014	11-12	36.04
09-08-2014	12-13	36.02
09-08-2014	13-14	36.07
09-08-2014	14-15	36.09
09-08-2014	15-16	36.84
09-08-2014	16-17	37.51
09-08-2014	17-18	36.08
09-08-2014	18-19	36.09
09-08-2014	19-20	36.25
09-08-2014	20-21	36.02
09-08-2014	21-22	36.43
09-08-2014	22-23	37.51
09-08-2014	23-00	33.13
10-08-2014	00-01	29.47
10-08-2014	01-02	26.92
10-08-2014	02-03	26.5
10-08-2014	03-04	26.32
10-08-2014	04-05	25.49
10-08-2014	05-06	25.48
10-08-2014	06-07	26.18
10-08-2014	07-08	34.67
10-08-2014	08-09	36.07
10-08-2014	09-10	37.04
10-08-2014	10-11	38.02
10-08-2014	11-12	38.29
10-08-2014	12-13	37.72
10-08-2014	13-14	36.8
10-08-2014	14-15	36.08
10-08-2014	15-16	36.15
10-08-2014	16-17	36.35
10-08-2014	17-18	36.64
10-08-2014	18-19	37.89
10-08-2014	19-20	39.62
10-08-2014	20-21	38.6
10-08-2014	21-22	41.45
10-08-2014	22-23	34.69
10-08-2014	23-00	31.46
11-08-2014	00-01	26.91
11-08-2014	01-02	23.04
11-08-2014	02-03	22.59
11-08-2014	03-04	22.24
11-08-2014	04-05	21.95
11-08-2014	05-06	27.92
11-08-2014	06-07	39.81
11-08-2014	07-08	48.03
11-08-2014	08-09	79.84
11-08-2014	09-10	60.35
11-08-2014	10-11	52.28
11-08-2014	11-12	52.93
11-08-2014	12-13	50.54
11-08-2014	13-14	48.6
11-08-2014	14-15	41.47
11-08-2014	15-16	40.49
11-08-2014	16-17	38.1
11-08-2014	17-18	41.19
11-08-2014	18-19	40.24
11-08-2014	19-20	36.07
11-08-2014	20-21	35.28
11-08-2014	21-22	35.93
11-08-2014	22-23	34.06
11-08-2014	23-00	31.4
12-08-2014	00-01	31.82
12-08-2014	01-02	30.86
12-08-2014	02-03	30.09
12-08-2014	03-04	30.03
12-08-2014	04-05	30.06
12-08-2014	05-06	31.7
12-08-2014	06-07	38.08
12-08-2014	07-08	42.12
12-08-2014	08-09	47.49
12-08-2014	09-10	53.22
12-08-2014	10-11	57.66
12-08-2014	11-12	57.66
12-08-2014	12-13	55.31
12-08-2014	13-14	43.94
12-08-2014	14-15	40.41
12-08-2014	15-16	41.01
12-08-2014	16-17	40.09
12-08-2014	17-18	40.07
12-08-2014	18-19	37.91
12-08-2014	19-20	39.06
12-08-2014	20-21	37.76
12-08-2014	21-22	38.11
12-08-2014	22-23	34.43
12-08-2014	23-00	32.43
13-08-2014	00-01	30.91
13-08-2014	01-02	29.78
13-08-2014	02-03	29.3
13-08-2014	03-04	29.32
13-08-2014	04-05	29.54
13-08-2014	05-06	31.76
13-08-2014	06-07	36.02
13-08-2014	07-08	39.97
13-08-2014	08-09	44.63
13-08-2014	09-10	47.28
13-08-2014	10-11	47.23
13-08-2014	11-12	49.99
13-08-2014	12-13	49.95
13-08-2014	13-14	52.4
13-08-2014	14-15	46.02
13-08-2014	15-16	42.22
13-08-2014	16-17	41.16
13-08-2014	17-18	44.42
13-08-2014	18-19	41.94
13-08-2014	19-20	39.97
13-08-2014	20-21	37.23
13-08-2014	21-22	37.83
13-08-2014	22-23	34.28
13-08-2014	23-00	33.06
14-08-2014	00-01	31.83
14-08-2014	01-02	30.75
14-08-2014	02-03	30
14-08-2014	03-04	29.6
14-08-2014	04-05	29.88
14-08-2014	05-06	31.8
14-08-2014	06-07	36.01
14-08-2014	07-08	42.52
14-08-2014	08-09	44.69
14-08-2014	09-10	45.73
14-08-2014	10-11	50.96
14-08-2014	11-12	61.22
14-08-2014	12-13	62.64
14-08-2014	13-14	62
14-08-2014	14-15	49.02
14-08-2014	15-16	47.63
14-08-2014	16-17	45.5
14-08-2014	17-18	41.95
14-08-2014	18-19	41.94
14-08-2014	19-20	40.93
14-08-2014	20-21	40.09
14-08-2014	21-22	40.97
14-08-2014	22-23	37.35
14-08-2014	23-00	33.46
15-08-2014	00-01	31.58
15-08-2014	01-02	30.51
15-08-2014	02-03	29.84
15-08-2014	03-04	29.79
15-08-2014	04-05	30.49
15-08-2014	05-06	32.06
15-08-2014	06-07	36.53
15-08-2014	07-08	48.16
15-08-2014	08-09	63.18
15-08-2014	09-10	63.93
15-08-2014	10-11	65.15
15-08-2014	11-12	64.72
15-08-2014	12-13	62.62
15-08-2014	13-14	59.91
15-08-2014	14-15	49.14
15-08-2014	15-16	40.54
15-08-2014	16-17	38.08
15-08-2014	17-18	37.98
15-08-2014	18-19	38.02
15-08-2014	19-20	38.81
15-08-2014	20-21	38.03
15-08-2014	21-22	38.03
15-08-2014	22-23	33.5
15-08-2014	23-00	32.27
16-08-2014	00-01	30.21
16-08-2014	01-02	29.76
16-08-2014	02-03	29.35
16-08-2014	03-04	29.11
16-08-2014	04-05	28.95
16-08-2014	05-06	28.77
16-08-2014	06-07	29.35
16-08-2014	07-08	31.06
16-08-2014	08-09	32.88
16-08-2014	09-10	35.41
16-08-2014	10-11	36.53
16-08-2014	11-12	36.57
16-08-2014	12-13	37.96
16-08-2014	13-14	38.03
16-08-2014	14-15	38.01
16-08-2014	15-16	38.04
16-08-2014	16-17	37.63
16-08-2014	17-18	36.99
16-08-2014	18-19	36.59
16-08-2014	19-20	36.57
16-08-2014	20-21	36.51
16-08-2014	21-22	38.09
16-08-2014	22-23	41.07
16-08-2014	23-00	31.62
17-08-2014	00-01	30.65
17-08-2014	01-02	29.63
17-08-2014	02-03	28.05
17-08-2014	03-04	27.08
17-08-2014	04-05	26.4
17-08-2014	05-06	27.55
17-08-2014	06-07	30.43
17-08-2014	07-08	31.03
17-08-2014	08-09	34.6
17-08-2014	09-10	36.58
17-08-2014	10-11	38.06
17-08-2014	11-12	38.07
17-08-2014	12-13	38.05
17-08-2014	13-14	37.96
17-08-2014	14-15	37.55
17-08-2014	15-16	37.57
17-08-2014	16-17	37.13
17-08-2014	17-18	36.56
17-08-2014	18-19	38.01
17-08-2014	19-20	38.06
17-08-2014	20-21	38.05
17-08-2014	21-22	38
17-08-2014	22-23	34.64
17-08-2014	23-00	30.61
18-08-2014	00-01	29.71
18-08-2014	01-02	28.51
18-08-2014	02-03	28.07
18-08-2014	03-04	28.09
18-08-2014	04-05	28.28
18-08-2014	05-06	30.03
18-08-2014	06-07	34.65
18-08-2014	07-08	45.11
18-08-2014	08-09	55.2
18-08-2014	09-10	53.78
18-08-2014	10-11	49.96
18-08-2014	11-12	49.97
18-08-2014	12-13	50.82
18-08-2014	13-14	50.5
18-08-2014	14-15	42.13
18-08-2014	15-16	38.06
18-08-2014	16-17	36.73
18-08-2014	17-18	36.59
18-08-2014	18-19	37.03
18-08-2014	19-20	37.23
18-08-2014	20-21	36.65
18-08-2014	21-22	36.59
18-08-2014	22-23	33.49
18-08-2014	23-00	31.23
19-08-2014	00-01	30.65
19-08-2014	01-02	30.02
19-08-2014	02-03	29.38
19-08-2014	03-04	29.24
19-08-2014	04-05	29.37
19-08-2014	05-06	30.98
19-08-2014	06-07	36.56
19-08-2014	07-08	47.34
19-08-2014	08-09	53.09
19-08-2014	09-10	55.48
19-08-2014	10-11	50.35
19-08-2014	11-12	49.77
19-08-2014	12-13	46.81
19-08-2014	13-14	43.94
19-08-2014	14-15	38.77
19-08-2014	15-16	38.7
19-08-2014	16-17	38.63
19-08-2014	17-18	38.24
19-08-2014	18-19	38.09
19-08-2014	19-20	38.46
19-08-2014	20-21	37.82
19-08-2014	21-22	37.56
19-08-2014	22-23	34.2
19-08-2014	23-00	31.54
20-08-2014	00-01	29.75
20-08-2014	01-02	29.02
20-08-2014	02-03	28.94
20-08-2014	03-04	28.67
20-08-2014	04-05	28.87
20-08-2014	05-06	31.01
20-08-2014	06-07	36.52
20-08-2014	07-08	41.44
20-08-2014	08-09	45.09
20-08-2014	09-10	45.07
20-08-2014	10-11	45.08
20-08-2014	11-12	45.06
20-08-2014	12-13	41.96
20-08-2014	13-14	38.78
20-08-2014	14-15	38.76
20-08-2014	15-16	38.74
20-08-2014	16-17	38.54
20-08-2014	17-18	38.08
20-08-2014	18-19	38.49
20-08-2014	19-20	39.02
20-08-2014	20-21	38.96
20-08-2014	21-22	38.48
20-08-2014	22-23	37.45
20-08-2014	23-00	33.77
21-08-2014	00-01	31.04
21-08-2014	01-02	30.11
21-08-2014	02-03	29.54
21-08-2014	03-04	29.53
21-08-2014	04-05	29.98
21-08-2014	05-06	32.34
21-08-2014	06-07	36.53
21-08-2014	07-08	38.91
21-08-2014	08-09	41.99
21-08-2014	09-10	44.37
21-08-2014	10-11	44.33
21-08-2014	11-12	43.76
21-08-2014	12-13	41.9
21-08-2014	13-14	40.47
21-08-2014	14-15	38.73
21-08-2014	15-16	38.07
21-08-2014	16-17	38.07
21-08-2014	17-18	38
21-08-2014	18-19	38.35
21-08-2014	19-20	38.7
21-08-2014	20-21	38.03
21-08-2014	21-22	37.8
21-08-2014	22-23	36.98
21-08-2014	23-00	33.75
22-08-2014	00-01	32.56
22-08-2014	01-02	31.51
22-08-2014	02-03	30.41
22-08-2014	03-04	30.36
22-08-2014	04-05	31.59
22-08-2014	05-06	33.72
22-08-2014	06-07	36.47
22-08-2014	07-08	38.91
22-08-2014	08-09	41.43
22-08-2014	09-10	40.62
22-08-2014	10-11	40.83
22-08-2014	11-12	39.85
22-08-2014	12-13	39.29
22-08-2014	13-14	38.04
22-08-2014	14-15	36.59
22-08-2014	15-16	36.76
22-08-2014	16-17	36.54
22-08-2014	17-18	36.15
22-08-2014	18-19	35.98
22-08-2014	19-20	36.5
22-08-2014	20-21	36.54
22-08-2014	21-22	35.88
22-08-2014	22-23	34.98
22-08-2014	23-00	33.05
23-08-2014	00-01	30.62
23-08-2014	01-02	29.59
23-08-2014	02-03	29.24
23-08-2014	03-04	29.16
23-08-2014	04-05	29.1
23-08-2014	05-06	29.5
23-08-2014	06-07	32.02
23-08-2014	07-08	33.11
23-08-2014	08-09	34.92
23-08-2014	09-10	36.18
23-08-2014	10-11	35.42
23-08-2014	11-12	35.63
23-08-2014	12-13	34.97
23-08-2014	13-14	34.94
23-08-2014	14-15	35.18
23-08-2014	15-16	34.8
23-08-2014	16-17	34.74
23-08-2014	17-18	35.17
23-08-2014	18-19	35.39
23-08-2014	19-20	34.84
23-08-2014	20-21	34.99
23-08-2014	21-22	35.29
23-08-2014	22-23	33.88
23-08-2014	23-00	32.02
24-08-2014	00-01	30.8
24-08-2014	01-02	29.85
24-08-2014	02-03	29.02
24-08-2014	03-04	28.84
24-08-2014	04-05	28.57
24-08-2014	05-06	28.1
24-08-2014	06-07	28.65
24-08-2014	07-08	30.63
24-08-2014	08-09	31.11
24-08-2014	09-10	32.76
24-08-2014	10-11	34.68
24-08-2014	11-12	34.91
24-08-2014	12-13	33.74
24-08-2014	13-14	33.95
24-08-2014	14-15	34.1
24-08-2014	15-16	33.25
24-08-2014	16-17	35.51
24-08-2014	17-18	35.7
24-08-2014	18-19	36.54
24-08-2014	19-20	36.57
24-08-2014	20-21	36.59
24-08-2014	21-22	38.06
24-08-2014	22-23	34.87
24-08-2014	23-00	31.82
25-08-2014	00-01	30.01
25-08-2014	01-02	29.43
25-08-2014	02-03	29.24
25-08-2014	03-04	29.3
25-08-2014	04-05	29.42
25-08-2014	05-06	31.28
25-08-2014	06-07	36.89
25-08-2014	07-08	50.98
25-08-2014	08-09	50.47
25-08-2014	09-10	59.92
25-08-2014	10-11	58.21
25-08-2014	11-12	55.92
25-08-2014	12-13	54.47
25-08-2014	13-14	44.91
25-08-2014	14-15	40.11
25-08-2014	15-16	40.96
25-08-2014	16-17	40.04
25-08-2014	17-18	38.91
25-08-2014	18-19	39.86
25-08-2014	19-20	42.67
25-08-2014	20-21	41.66
25-08-2014	21-22	39.57
25-08-2014	22-23	37.2
25-08-2014	23-00	33.82
26-08-2014	00-01	33.09
26-08-2014	01-02	32.54
26-08-2014	02-03	32.12
26-08-2014	03-04	32.18
26-08-2014	04-05	32.83
26-08-2014	05-06	34.59
26-08-2014	06-07	36.92
26-08-2014	07-08	43.9
26-08-2014	08-09	48.86
26-08-2014	09-10	51.98
26-08-2014	10-11	53.59
26-08-2014	11-12	54.27
26-08-2014	12-13	48.96
26-08-2014	13-14	47.17
26-08-2014	14-15	44.08
26-08-2014	15-16	40.98
26-08-2014	16-17	40.91
26-08-2014	17-18	40.44
26-08-2014	18-19	40.08
26-08-2014	19-20	42.51
26-08-2014	20-21	41.97
26-08-2014	21-22	41.01
26-08-2014	22-23	37.71
26-08-2014	23-00	33.32
27-08-2014	00-01	32.01
27-08-2014	01-02	30.33
27-08-2014	02-03	29.9
27-08-2014	03-04	29.75
27-08-2014	04-05	30.09
27-08-2014	05-06	31.34
27-08-2014	06-07	36.53
27-08-2014	07-08	41.99
27-08-2014	08-09	39.54
27-08-2014	09-10	39.56
27-08-2014	10-11	39.39
27-08-2014	11-12	39.57
27-08-2014	12-13	41.06
27-08-2014	13-14	39.52
27-08-2014	14-15	39.09
27-08-2014	15-16	38.8
27-08-2014	16-17	38.06
27-08-2014	17-18	39.88
27-08-2014	18-19	41.59
27-08-2014	19-20	41.26
27-08-2014	20-21	41.99
27-08-2014	21-22	40.57
27-08-2014	22-23	37.89
27-08-2014	23-00	33.01
28-08-2014	00-01	30.68
28-08-2014	01-02	29.49
28-08-2014	02-03	29.01
28-08-2014	03-04	29.04
28-08-2014	04-05	29.54
28-08-2014	05-06	31.17
28-08-2014	06-07	36.75
28-08-2014	07-08	41.07
28-08-2014	08-09	41.63
28-08-2014	09-10	39.84
28-08-2014	10-11	39.8
28-08-2014	11-12	40.14
28-08-2014	12-13	39.65
28-08-2014	13-14	38.95
28-08-2014	14-15	38.18
28-08-2014	15-16	37.33
28-08-2014	16-17	37.31
28-08-2014	17-18	40.78
28-08-2014	18-19	40.3
28-08-2014	19-20	38.94
28-08-2014	20-21	39.86
28-08-2014	21-22	38.94
28-08-2014	22-23	37.36
28-08-2014	23-00	32.4
29-08-2014	00-01	30.92
29-08-2014	01-02	30.65
29-08-2014	02-03	30.54
29-08-2014	03-04	30.56
29-08-2014	04-05	30.71
29-08-2014	05-06	31.25
29-08-2014	06-07	37.05
29-08-2014	07-08	41.94
29-08-2014	08-09	43.09
29-08-2014	09-10	44.64
29-08-2014	10-11	43.07
29-08-2014	11-12	42.95
29-08-2014	12-13	41.97
29-08-2014	13-14	41.63
29-08-2014	14-15	38
29-08-2014	15-16	36.79
29-08-2014	16-17	36.77
29-08-2014	17-18	37.54
29-08-2014	18-19	38.36
29-08-2014	19-20	36.8
29-08-2014	20-21	36.65
29-08-2014	21-22	35.52
29-08-2014	22-23	34.54
29-08-2014	23-00	31.8
30-08-2014	00-01	31.87
30-08-2014	01-02	31.4
30-08-2014	02-03	31.28
30-08-2014	03-04	31.21
30-08-2014	04-05	31.21
30-08-2014	05-06	31.25
30-08-2014	06-07	31.4
30-08-2014	07-08	33.18
30-08-2014	08-09	34.53
30-08-2014	09-10	34.64
30-08-2014	10-11	34.8
30-08-2014	11-12	34.79
30-08-2014	12-13	34.6
30-08-2014	13-14	34.54
30-08-2014	14-15	34.56
30-08-2014	15-16	34.42
30-08-2014	16-17	34.97
30-08-2014	17-18	35.11
30-08-2014	18-19	35.75
30-08-2014	19-20	35.07
30-08-2014	20-21	35.42
30-08-2014	21-22	34.9
30-08-2014	22-23	34.49
30-08-2014	23-00	33.06
31-08-2014	00-01	32.41
31-08-2014	01-02	31.88
31-08-2014	02-03	31.5
31-08-2014	03-04	31.41
31-08-2014	04-05	31.31
31-08-2014	05-06	31.27
31-08-2014	06-07	31.38
31-08-2014	07-08	31.74
31-08-2014	08-09	34.01
31-08-2014	09-10	34.59
31-08-2014	10-11	34.72
31-08-2014	11-12	34.92
31-08-2014	12-13	34.49
31-08-2014	13-14	34.55
31-08-2014	14-15	34.47
31-08-2014	15-16	34.26
31-08-2014	16-17	34.31
31-08-2014	17-18	34.44
31-08-2014	18-19	35.59
31-08-2014	19-20	36.71
31-08-2014	20-21	36.78
31-08-2014	21-22	35.69
31-08-2014	22-23	34.15
31-08-2014	23-00	32.51
01-09-2014	00-01	31.36
01-09-2014	01-02	31.16
01-09-2014	02-03	31.03
01-09-2014	03-04	31.09
01-09-2014	04-05	31.37
01-09-2014	05-06	33.94
01-09-2014	06-07	38.33
01-09-2014	07-08	44.63
01-09-2014	08-09	49.56
01-09-2014	09-10	53.19
01-09-2014	10-11	49.5
01-09-2014	11-12	45.55
01-09-2014	12-13	40.49
01-09-2014	13-14	39.92
01-09-2014	14-15	38.97
01-09-2014	15-16	38.08
01-09-2014	16-17	37.45
01-09-2014	17-18	38
01-09-2014	18-19	39.18
01-09-2014	19-20	40.04
01-09-2014	20-21	39.82
01-09-2014	21-22	37.34
01-09-2014	22-23	34.88
01-09-2014	23-00	33.02
02-09-2014	00-01	32.91
02-09-2014	01-02	32.49
02-09-2014	02-03	31.96
02-09-2014	03-04	32.06
02-09-2014	04-05	32.65
02-09-2014	05-06	34.85
02-09-2014	06-07	38.39
02-09-2014	07-08	45.47
02-09-2014	08-09	44.84
02-09-2014	09-10	49.01
02-09-2014	10-11	46.85
02-09-2014	11-12	46.81
02-09-2014	12-13	40.97
02-09-2014	13-14	39.62
02-09-2014	14-15	38.88
02-09-2014	15-16	38.6
02-09-2014	16-17	37.99
02-09-2014	17-18	38.89
02-09-2014	18-19	40.15
02-09-2014	19-20	40.97
02-09-2014	20-21	39.96
02-09-2014	21-22	36.86
02-09-2014	22-23	34.79
02-09-2014	23-00	33.35
03-09-2014	00-01	32.88
03-09-2014	01-02	32.39
03-09-2014	02-03	31.9
03-09-2014	03-04	32.03
03-09-2014	04-05	32.67
03-09-2014	05-06	34.27
03-09-2014	06-07	38.79
03-09-2014	07-08	41.78
03-09-2014	08-09	40.46
03-09-2014	09-10	41.51
03-09-2014	10-11	42.25
03-09-2014	11-12	40.92
03-09-2014	12-13	39.33
03-09-2014	13-14	38.92
03-09-2014	14-15	38.38
03-09-2014	15-16	38.34
03-09-2014	16-17	37.21
03-09-2014	17-18	38.01
03-09-2014	18-19	38.19
03-09-2014	19-20	38.47
03-09-2014	20-21	38.78
03-09-2014	21-22	36.03
03-09-2014	22-23	34.69
03-09-2014	23-00	32.75
04-09-2014	00-01	31.37
04-09-2014	01-02	31.12
04-09-2014	02-03	30.98
04-09-2014	03-04	31.07
04-09-2014	04-05	31.47
04-09-2014	05-06	33.3
04-09-2014	06-07	38.21
04-09-2014	07-08	39.4
04-09-2014	08-09	41.78
04-09-2014	09-10	42.21
04-09-2014	10-11	40.12
04-09-2014	11-12	40
04-09-2014	12-13	36.95
04-09-2014	13-14	36.91
04-09-2014	14-15	36.86
04-09-2014	15-16	36.55
04-09-2014	16-17	36
04-09-2014	17-18	36.89
04-09-2014	18-19	37.86
04-09-2014	19-20	38.89
04-09-2014	20-21	38.76
04-09-2014	21-22	36.51
04-09-2014	22-23	34.31
04-09-2014	23-00	32.55
05-09-2014	00-01	32.08
05-09-2014	01-02	31.81
05-09-2014	02-03	31.72
05-09-2014	03-04	32.02
05-09-2014	04-05	32.44
05-09-2014	05-06	33.91
05-09-2014	06-07	40.65
05-09-2014	07-08	42.29
05-09-2014	08-09	47.03
05-09-2014	09-10	46.24
05-09-2014	10-11	42.69
05-09-2014	11-12	42.22
05-09-2014	12-13	39.11
05-09-2014	13-14	39.05
05-09-2014	14-15	38.85
05-09-2014	15-16	38.67
05-09-2014	16-17	38.37
05-09-2014	17-18	38.88
05-09-2014	18-19	39.55
05-09-2014	19-20	39.33
05-09-2014	20-21	40
05-09-2014	21-22	38.2
05-09-2014	22-23	35.66
05-09-2014	23-00	33.57
06-09-2014	00-01	33.14
06-09-2014	01-02	32.33
06-09-2014	02-03	32.02
06-09-2014	03-04	31.94
06-09-2014	04-05	32.04
06-09-2014	05-06	32.24
06-09-2014	06-07	33.65
06-09-2014	07-08	34.09
06-09-2014	08-09	34.86
06-09-2014	09-10	35.89
06-09-2014	10-11	35.89
06-09-2014	11-12	35.93
06-09-2014	12-13	35.74
06-09-2014	13-14	34.94
06-09-2014	14-15	35.34
06-09-2014	15-16	35.85
06-09-2014	16-17	35.92
06-09-2014	17-18	36.45
06-09-2014	18-19	36.71
06-09-2014	19-20	36.89
06-09-2014	20-21	37.71
06-09-2014	21-22	36.81
06-09-2014	22-23	34.37
06-09-2014	23-00	33.17
07-09-2014	00-01	32.75
07-09-2014	01-02	32.3
07-09-2014	02-03	31.96
07-09-2014	03-04	31.97
07-09-2014	04-05	31.74
07-09-2014	05-06	31.68
07-09-2014	06-07	32.14
07-09-2014	07-08	33.66
07-09-2014	08-09	34.92
07-09-2014	09-10	35.26
07-09-2014	10-11	35.76
07-09-2014	11-12	35.51
07-09-2014	12-13	35.19
07-09-2014	13-14	34.99
07-09-2014	14-15	34.92
07-09-2014	15-16	34.89
07-09-2014	16-17	34.9
07-09-2014	17-18	35.09
07-09-2014	18-19	36.24
07-09-2014	19-20	36.97
07-09-2014	20-21	39.68
07-09-2014	21-22	36.8
07-09-2014	22-23	35.32
07-09-2014	23-00	33.3
08-09-2014	00-01	31.9
08-09-2014	01-02	30.99
08-09-2014	02-03	30.83
08-09-2014	03-04	30.8
08-09-2014	04-05	31.34
08-09-2014	05-06	34.9
08-09-2014	06-07	40.8
08-09-2014	07-08	42.29
08-09-2014	08-09	44.65
08-09-2014	09-10	46.58
08-09-2014	10-11	45.01
08-09-2014	11-12	45.09
08-09-2014	12-13	42.21
08-09-2014	13-14	40.4
08-09-2014	14-15	39.45
08-09-2014	15-16	38.37
08-09-2014	16-17	38.21
08-09-2014	17-18	38.38
08-09-2014	18-19	38.38
08-09-2014	19-20	38.37
08-09-2014	20-21	36.95
08-09-2014	21-22	36.49
08-09-2014	22-23	35.4
08-09-2014	23-00	33.11
09-09-2014	00-01	32
09-09-2014	01-02	31.3
09-09-2014	02-03	30.92
09-09-2014	03-04	31.01
09-09-2014	04-05	32.28
09-09-2014	05-06	36.24
09-09-2014	06-07	38.72
09-09-2014	07-08	38.95
09-09-2014	08-09	39.71
09-09-2014	09-10	40.2
09-09-2014	10-11	41.27
09-09-2014	11-12	41.14
09-09-2014	12-13	38.96
09-09-2014	13-14	38.31
09-09-2014	14-15	38.31
09-09-2014	15-16	37.86
09-09-2014	16-17	37.07
09-09-2014	17-18	38.14
09-09-2014	18-19	38.32
09-09-2014	19-20	38.79
09-09-2014	20-21	38.39
09-09-2014	21-22	36.78
09-09-2014	22-23	35.13
09-09-2014	23-00	32.81
10-09-2014	00-01	32.2
10-09-2014	01-02	31.53
10-09-2014	02-03	31.33
10-09-2014	03-04	31.27
10-09-2014	04-05	31.73
10-09-2014	05-06	36.81
10-09-2014	06-07	54.08
10-09-2014	07-08	52.46
10-09-2014	08-09	56.77
10-09-2014	09-10	56.77
10-09-2014	10-11	53.86
10-09-2014	11-12	51.95
10-09-2014	12-13	51.05
10-09-2014	13-14	51.98
10-09-2014	14-15	48.14
10-09-2014	15-16	45.7
10-09-2014	16-17	44.91
10-09-2014	17-18	44.91
10-09-2014	18-19	46.88
10-09-2014	19-20	50
10-09-2014	20-21	46.6
10-09-2014	21-22	38.4
10-09-2014	22-23	34.99
10-09-2014	23-00	32.67
11-09-2014	00-01	32.09
11-09-2014	01-02	31.77
11-09-2014	02-03	31.55
11-09-2014	03-04	31.51
11-09-2014	04-05	32.02
11-09-2014	05-06	37.74
11-09-2014	06-07	41.99
11-09-2014	07-08	47.02
11-09-2014	08-09	49.11
11-09-2014	09-10	49.12
11-09-2014	10-11	47.93
11-09-2014	11-12	47.06
11-09-2014	12-13	40.52
11-09-2014	13-14	39.99
11-09-2014	14-15	39.94
11-09-2014	15-16	39.59
11-09-2014	16-17	38.91
11-09-2014	17-18	38.92
11-09-2014	18-19	38.89
11-09-2014	19-20	38.99
11-09-2014	20-21	39.37
11-09-2014	21-22	38.11
11-09-2014	22-23	36.27
11-09-2014	23-00	33.34
12-09-2014	00-01	32.76
12-09-2014	01-02	32.4
12-09-2014	02-03	32.14
12-09-2014	03-04	32.28
12-09-2014	04-05	32.79
12-09-2014	05-06	35.29
12-09-2014	06-07	42.23
12-09-2014	07-08	41.91
12-09-2014	08-09	44.77
12-09-2014	09-10	45.04
12-09-2014	10-11	42.85
12-09-2014	11-12	41.84
12-09-2014	12-13	40.7
12-09-2014	13-14	40
12-09-2014	14-15	39.34
12-09-2014	15-16	38.39
12-09-2014	16-17	38.32
12-09-2014	17-18	38.65
12-09-2014	18-19	39.32
12-09-2014	19-20	39.94
12-09-2014	20-21	39.81
12-09-2014	21-22	36.18
12-09-2014	22-23	35.02
12-09-2014	23-00	32.92
13-09-2014	00-01	33.5
13-09-2014	01-02	33.08
13-09-2014	02-03	32.9
13-09-2014	03-04	32.81
13-09-2014	04-05	32.77
13-09-2014	05-06	32.84
13-09-2014	06-07	33.04
13-09-2014	07-08	35.1
13-09-2014	08-09	36.17
13-09-2014	09-10	36.56
13-09-2014	10-11	36.94
13-09-2014	11-12	36.85
13-09-2014	12-13	36.55
13-09-2014	13-14	35.53
13-09-2014	14-15	35.23
13-09-2014	15-16	35.17
13-09-2014	16-17	35.37
13-09-2014	17-18	35.7
13-09-2014	18-19	36.11
13-09-2014	19-20	36.83
13-09-2014	20-21	36.89
13-09-2014	21-22	36.31
13-09-2014	22-23	35.12
13-09-2014	23-00	33.29
14-09-2014	00-01	33.18
14-09-2014	01-02	32.7
14-09-2014	02-03	31.95
14-09-2014	03-04	32.18
14-09-2014	04-05	32.22
14-09-2014	05-06	32.11
14-09-2014	06-07	32.51
14-09-2014	07-08	32.71
14-09-2014	08-09	33.38
14-09-2014	09-10	33.85
14-09-2014	10-11	35.26
14-09-2014	11-12	35.91
14-09-2014	12-13	35.02
14-09-2014	13-14	34.3
14-09-2014	14-15	34.03
14-09-2014	15-16	33.99
14-09-2014	16-17	34.17
14-09-2014	17-18	35.05
14-09-2014	18-19	35.87
14-09-2014	19-20	37.82
14-09-2014	20-21	38.72
14-09-2014	21-22	36.41
14-09-2014	22-23	34.99
14-09-2014	23-00	33.2
15-09-2014	00-01	32.68
15-09-2014	01-02	32.53
15-09-2014	02-03	32.27
15-09-2014	03-04	32.31
15-09-2014	04-05	32.81
15-09-2014	05-06	36.41
15-09-2014	06-07	48.7
15-09-2014	07-08	64.07
15-09-2014	08-09	69.8
15-09-2014	09-10	67.59
15-09-2014	10-11	67.93
15-09-2014	11-12	65.45
15-09-2014	12-13	49.39
15-09-2014	13-14	46.01
15-09-2014	14-15	44.18
15-09-2014	15-16	39.85
15-09-2014	16-17	39.49
15-09-2014	17-18	42.17
15-09-2014	18-19	48.54
15-09-2014	19-20	50.81
15-09-2014	20-21	40.53
15-09-2014	21-22	38.77
15-09-2014	22-23	35.82
15-09-2014	23-00	34.24
16-09-2014	00-01	33.58
16-09-2014	01-02	33.44
16-09-2014	02-03	33.24
16-09-2014	03-04	33.24
16-09-2014	04-05	33.57
16-09-2014	05-06	36.48
16-09-2014	06-07	47.98
16-09-2014	07-08	50.78
16-09-2014	08-09	52.71
16-09-2014	09-10	56.71
16-09-2014	10-11	58.51
16-09-2014	11-12	79.86
16-09-2014	12-13	46.25
16-09-2014	13-14	48.64
16-09-2014	14-15	49.46
16-09-2014	15-16	43.4
16-09-2014	16-17	40.74
16-09-2014	17-18	43.96
16-09-2014	18-19	50.94
16-09-2014	19-20	52.9
16-09-2014	20-21	42.52
16-09-2014	21-22	40.21
16-09-2014	22-23	36.26
16-09-2014	23-00	34.55
17-09-2014	00-01	33.55
17-09-2014	01-02	32.86
